title,abstract,authors,keywords,year,citations
the european open science cloud pilot phase,this document outlines an approach for a limited scale european open science cloud eosc pilot to be implemented via infradev 04 2016 the objective for this eosc pilot is to provide confidence that a future full scale eosc will promote open science be fit for purpose inclusive sustainable and fully inter operable with existing systems and installed capacity the proposed approach is the result of a wide consultation and addresses the recommendations of the european commission s high level expert group hleg on eosc established in the latter part of 2015,"Jones, Bob",cloud computing; phase (matter); computer science; physics; operating system; quantum mechanics,2016.0,0
d2 10 data management plan dmp update 2,the deliverable 2 10 is the final version of arete data management plan which is due in october 2022 as per h2020 guidelines the dmp has been updated as a minimum in time with the periodic evaluation assessment of the project the consortium has defined the timetable for review at m18 prior to pilots intervention at m21 and m36 post evaluation of the results from the pilots interventions the final version includes the data management plan of the arete project while the previous version d2 9 highlighted strong only the updates of the initial dmp version strong due to clarifications needed for initial data sets inclusion of new data sets changes in consortium policies or external factors furthermore the final version included the dmp related information for the added pilot 4 within the last year of the project duration the dmp has been a live document in which information was made available on a finer level of granularity through updates as the implementation of the project progressed and when significant changes occurred further details are provided in the guidelines on fair data management in horizon 2020 v 3 26 july 2016 the different sections of this deliverable have been composed based on the predefined sections of dmponline which assists to create review and share data management plans that meet institutional and funder requirements it is provided by the digital curation centre dcc sup sup this plan is based on the horizon 2020 dmp template provided by european commission horizon 2020 the commission is running a flexible pilot under horizon 2020 called the open research data pilot ord pilot arete project will deposit at m42 the relevant data in a research data digital repository and to the maximum extent possible implement provisions for third parties to access mine exploit reproduce and disseminate this data accompanying these measures it is intended that arete will provide the information necessary for validating the project s results the exact provisions of arete concerning the pilot on open research data the arete consortium has made the following provisions develop the h2020 arete project dmp and make available the content publicly at dmponline https dmponline dcc ac uk plans 73139 due to the limitations of inclusion of images d2 10 includes all the images associated with the arete dmp deposit data in a research data repository h2020 arete project data repository is hosted from the project coordinator institution https arete ucd ie and the research data set produced from the project will be available by m42 through the arete data repository zenodo community and argos provided from openaire the consortium will consider the publication of the research outcomes along with the datasets created from the project pilots interventions at the open research europe open access publishing platform by m42 data management plan and the main sections of the dmp are the following data summary fair data allocation of resources data security ethical aspects other national funder sectorial departmental procedures for data management,ARETE,plan (archaeology); computer science; environmental science; database; business; geography; archaeology,2022.0,0
dark web forensics information security and the investigation of illicit digital footprints,the dark web is like a secretive nook of the internet tucked away from the usual search engines and only reachable through specialized networks like tor or i2p in this murky realm privacy and encryption serve a dual purpose facilitating both legitimate communications that prioritize privacy and a variety of illegal activities including drug and weapon trafficking financial scams data breaches and cyber exploitation the dark web presents a unique set of challenges due to its complex nature and anonymity making life tough for digital investigators they need to navigate through encrypted systems deal with unpredictable data and tackle complex international laws this paper takes a closer look at dark web forensics revealing how investigators can identify extract and preserve digital evidence in this secretive space this highlights the importance of open source intelligence blockchain analysis machine learning and network forensics as essential tools for uncovering criminal activities and tracking illegal digital footprints furthermore the study addresses the ethical and legal challenges of infiltration surveillance and evidence gathering in anonymous networks stressing the importance of maintaining procedural integrity and respecting privacy rights the paper wraps up by recommending strategic approaches to enhance international collaboration facilitate better data sharing and establish uniform forensic protocols to effectively combat cybercrime linked to the dark web,Danilo Izgarević; Mirjana Ristić; Marko Stanojević,cybercrime; deep web; computer security; variety (cybernetics); encryption; digital forensics; internet privacy; computer science; world wide web; set (abstract data type); digital evidence; information privacy; network forensics; web application; great rift; data protection act 1998; the internet; key (lock); authentication (law); privacy law,2025.0,0
ardc institutional underpinnings framework,australia now has a national framework for institutional research data management rdm which can help universities and research organisations create a data rich institutional approach to research to help institutions address the challenges around rdm the australian research data commons ardc partnered with 25 australian universities in the institutional underpinnings program to facilitate a more cohesive collaborative approach to rdm across australia s universities and research institutions more generally support an overall uplift in their rdm capability in line with the responsibilities outlined under the australian code for the responsible conduct of research this joint effort culminated in a national framework for institutional rdm highlighting 19 elements essential for rdm 9 of which were identified for immediate action the framework helps institutions design rdm policy procedures infrastructure and services improve coordination of rdm within and between institutions the framework is intended specifically for australian universities but may be useful to other research institutions it provides an institutional level perspective and was informed by key stakeholders across relevant business units at each university strong more information strong br view more outputs of the institutional underpinnings program,ARDC,business; computer science,2023.0,0
facilitating remote and virtual access provision by european research infrastructures requirements issues and recommendations,research infrastructures ris are strategic assets facilitating innovation and knowledge advancement across all scientific disciplines they provide researchers with advanced tools and resources that go beyond individual or institutional capacities and promote collaboration community building and the application of scientific standards remote and virtual access to ris enables scientists to use these essential resources without the necessity of being physically present the covid 19 pandemic restrictions where a catalyst for the expansion and further development of remote and virtual access models particularly in fields where physical access had been the predominant model the erimote project collected the experiences gained in different scientific fields through targeted surveys stakeholder workshops expert groups discussions and the analysis of specific use cases with the aim of identifying good practice and presenting recommendations this paper provides a definition of remote and virtual access and remote training and explores their implementation across various ris highlighting the implications for their operational processes and the dynamics of interaction between ris and their user communities it presents the identified advantages obstacles and best practices alongside strategies and recommendations to navigate and mitigate challenges effectively key issues and recommendations are summed up separately for remote access virtual access and remote training complemented by general recommendations for facilitating remote and virtual access to ris these relate to budgeting and funding the balancing of ri access models the need for regulatory frameworks for sample shipments collaboration among ris impact assessment of remote and virtual access on user interactions operational efficiency and the environment footprint of ris and the adaption of data sharing policies stakeholders were broadly invited to give their feedback on the paper s findings and conclusions which were integrated into an improved version of this paper,Michael Raess; Omran Alhaddad; Johanna Bischof; John Dolan; Ayoub El Ghadraoui; M. Galeotti; Ulla Lächele; Xavier Meyer; Oguz Ozkan; Iván Rodero; Hannele Savela; J Shepherdson; Vanessa Spadetto; Valentina Tegas; Susanne Vainio; Alen Vodopijevec; Bonnie Wolff-Boenisch; Claudia Alen Amaro; Annika Thies,business; computer science; knowledge management,2024.0,0
cross border data flow restrictions a threat to digital evidence integrity in cybercrime investigations in tanzania,tanzania encounters the threat of cybercrime a phenomenon inherently transnational in nature it has implemented progressive domestic legislation reforms but significant challenges persist in effectively investigating and prosecuting cybercrimes across tanzanian borders the difficulties arise from the conflict between the borderless operational domain of cybercriminals and the geographically limited nature of national legal frameworks a critical aggravating factor is the impact of restrictions on cross border data sharing which affects the integrity and consequently admissibility of digital evidence this is because restrictions on data flow impede the timely and efficient access to crucial digital evidence located in foreign jurisdictions or stored within global cloud services and procedural impediments which necessitate reliance on mutual legal assistance processes which are prolonged and complex the delays and the volatile nature of digital evidence risk compromising the forensic accuracy and chain of custody of critical data to render it inadmissible in courts of law this article provides key recommendations aimed at establishing clear cross border data access provisions for law enforcement speedy and efficient implementation of international cybercrime treaties digitally structured mutual legal assistance procedures for evidence exchange investment in digital forensics infrastructure and training law enforcement personnel as essential measures to ensure tanzania s legal and operational cross border investigation frameworks are full bodied and flexible to address the complexities of a globally interconnected digital environment the study adopts a doctrinal and non doctrinal research methodology relying on the critical analysis of statutes judicial decisions and scholarly literature relevant to cross border data flow and digital evidence integrity legal instruments such as the constitution of the united republic of tanzania 1977 the personal data protection act no 11 of 2023 and the cybercrimes act r e 2023 form the basis of this analysis the findings reveal that while tanzania has established a solid legislative framework to regulate data protection and cybercrime gaps remain in cross border cooperation procedural efficiency and digital evidence management restrictions on data transfer and reliance on slow mutual legal assistance mechanisms hinder timely access to electronic evidence the study contributes by proposing a harmonised legal and institutional approach to strengthen tanzania s capacity in international cybercrime investigations and ensure the admissibility and reliability of digital evidence across jurisdictions,Claudis Kipande,digital evidence; cybercrime; computer security; data protection act 1998; business; data breach; law enforcement; digital forensics; legislation; enforcement; internet privacy; government (linguistics); sandbox (software development); common law; identity theft; law; law and economics; sanctions; information technology; political science; public relations; cloud computing; harmonization; computer forensics; exploit; key (lock); data security; criminal investigation; phenomenon; data retention; legal aspects of computing; language change,2025.0,0
systems librarians unidentified but essential in nepalese libraries,digital library dealt with information communication technology ict infrastructures that is different from manual library infrastructure digital library is the growing demand in contrast to manual library which demanded for systems librarians or digital librarians the collected data from seven libraries in nepal to examine the availability of systems librarian manpower provided no light of hope those libraries were selected using convenient judgmental sampling through a short interview with currently available librarians about the concept of a systems librarian digitally skilled and responsible for digital data management personnel was defined as systems librarians who have the necessary knowledge and skills in library software networking data entry and troubleshooting of ict related issues the study found that out of the seven libraries only two had systems librarians yet their designation was not pin pointedly named as systems librarian while others lacked the required manpower the study also revealed that there were no systems librarians in any of the libraries the respondents attitudes and perceptions towards the systems librarian concept varied with some accepting it as adaptable acceptable and appreciable the study recommended for the recruitment of systems librarians in nepal as the library s resources adopted the concept of paperless and library without wall the lack of concerned manpower to look after electronic resources could lead to serious problems and it s time for the nepal library association and stake holders to advocate for the specialized manpower for the post of systems librarian also called digital librarian and generate skilled manpower,Sanjiv Kumar Singh; Lila Nyaichyai,digital library; troubleshooting; information and communications technology; library classification; library science; information system; world wide web; computer science; knowledge management; engineering management; business; engineering; art; electrical engineering; operating system; literature; poetry,2023.0,0
cybersecurity visualization design approaches toward connecting research and practice through technique context and process,visualization tools are used extensively in the cybersecurity domain for various tasks such as network forensics investigating cyber attacks finding vulnerabilities and reporting findings to decision makers however many of the tools utilized in the field are often either commercially produced and require extensive tailoring to function in specific contexts or created by the practitioners themselves adoption rates of visualization tools created in academia remain relatively low in practice the visualization research community is equipped with several design methodologies to approach multidisciplinary visualization challenges and collaborations however there are many factors that differentiate the cybersecurity domain space that require more methodological considerations some of these considerations include the streaming and continuous nature of the data complex network and attack scenarios differences in the user tasks and characterization as well as an evolving threat landscape when traditional visualization methodologies are applied to the cybersecurity domain space there are noted deficiencies that require new approaches additionally feedback from cybersecurity practitioners suggests challenges that arise with adopting new tools that do not entirely fit their existing contexts processes and workflows which combined with the methodological considerations leads to lower adoption rates and the need to more fully understand these operational environments this dissertation addresses these challenges through four works and contributes new approaches insights strategies and reflections for future researchers working with practitioners at the cross section of visualization and cybersecurity to do this i present a mix of ethnographic and qualitative research contributing strategies for incorporating disciplinary diversity of approach a formalization of visualization techniques for large backbone networks a novel survey methodology for security related visualization tools insights on how external context influences cybersecurity visualizations in practice and an approach for better aligning visualization design methodologies with rapid practitioner technological development of small tactical networks i identify three different dimensions of potential approaches to visualization design for cybersecurity including technique context and process each captured by working with distinct communities of practice overall our goals are to define the broader challenges experientially propose approaches that accommodate these challenges in practice better bridge the gap between academia and industry through reflections and insights on specific applications and widen the pool of approaches to visualization design through the context of cybersecurity author s abstract,Justin Raynor,visualization; computer science; data science; context (archaeology); domain (mathematical analysis); process (computing); workflow; field (mathematics); function (biology); creative visualization; space (punctuation); data mining; geography; mathematical analysis; database; pure mathematics; operating system; biology; evolutionary biology; archaeology; mathematics,2023.0,0
synergy or stalemate europe china science technology and innovation collaboration in shaping the bri and agenda 2030,geopolitical ipr data sharing and processing possible dual technologies use and military implications in recent years the european commission has been endeavouring to reconfigure its r d ties with china navigating technological tide across various sti sectors china is recognized as important knowledge producer however in order to protect sensitive military or technical information chinese participation in sti is mainly centred on sustainable economy ecosystems public health nanomaterials food agriculture and pollution reduction this adjustment comes in response to longstanding apprehensions about intellectual property issues and the potential unwitting contribution of european researchers to chinese military technology development especially in the light of the sino russian collaboration to tackle these issues the eu should enhance data sharing security within the eu and reduce interaction with china in the critical technologies areas biotechnology big data ai deep space and quantum systems increase macro policy coordination to optimize and balance cross country risks and limitations to facilitate sino eu collaboration in important areas of sti bri sdgs,Viktoriya Voytsekhovska,stalemate; china; political science; regional science; geography; politics; law,2024.0,0
blockchain for public health securing data and empowering communities,blockchain technology with its inherent security transparency and immutability presents a novel approach to addressing critical challenges in public health this paper explores the potential of blockchain to revolutionize data management enhance disease surveillance and empower communities in public health initiatives we examine how blockchain can secure sensitive health data facilitate interoperability among disparate systems and enable decentralized data sharing for research and interventions furthermore we discuss the applications of blockchain in supply chain management for pharmaceuticals vaccine distribution and the creation of secure digital identities for individuals by leveraging blockchain s distributed ledger technology we can foster trust improve data integrity and promote community engagement in public health ultimately leading to more effective and equitable health outcomes,Verena Lengston,blockchain; internet privacy; computer security; computer science; public health; business; world wide web; medicine; nursing,2025.0,0
just the tip of the iceberg fake degrees examined through topic modelling and internet protocols,short abstract this presentation summarizes findings from our chapter security risks fake degrees and other fraud a topic modelling approach we applied topic modeling to text scraped from 30 websites selling fake degrees generating nine themes that revealed both expected and surprising patterns common topics included product features service promises and motivations for purchase unexpected findings involved extensive add ons such as fabricated gpas graduation lists and government issued identification keywords related to policy security and social networks highlighted potential threats to buyers data and the promotional strategies used by fraudulent providers a secondary analysis of ip address data showed that 43 of sites used dynamic connections with most servers located in the united states raising questions about stability and intent overall we identified 23 risks and present recommendations for higher education security professionals senior leaders and researchers extended abstract this presentation will outline the findings of our book chapter security risks fake degrees and other fraud a topic modelling approach carmichael amp eaton 2023 as cited in eaton carmichael amp pethrick 2023 we created a topic model to understand better the threat of websites that sell fake degrees and credentials the availability of current academic literature on fake degrees is sparse with research prominently focusing on blockchain technology carmichael amp eaton 2023 our analysis also lead to the investigation of a secondary data point we recorded and tracked the ip addresses of the targeted websites over time to determine if the connection was static versus dynamic as well asgeolocation in summary our work identified 23 risks which we organized into recommendations for those in higher education within the following areas security professionals senior leadership and researchers for future study method topic modeling is a machine learning technique that has been used within the realm of security in various capacities however its usage within higher education and academic integrity is somewhat limited carmichael amp eaton 2023 the value of this technique is that it allows you to synthesize a large amount of data that would be time consuming to do through traditional manual methods topic modeling generates keywords from a corpus of data and categorizes them into a list of topics using a latent dirichlet allocation algorithm blei ng amp jordan 2003 blei 2012 as cited in bailetti amp tanev 2020 in our study the corpus was fake degree websites interpreting the keywords by returning to the data source and examining the words that replicate are strategies to extract meaningful insights weiss 2021 online hacker forums have been studied using this method samtani chinn amp chen 2015 and blacklists have been created with the knowledge learned swe amp myo 2018 outside of web mining topic modeling can be used to pinpoint network behavior patterns which system administrators can use in anomaly detection systems adilova et al 2019 despite the prevalence of this technique within the security sector it is starting to be used within higher education dadkhad rahimnia and oermann 2021 developed a dashboard https drdadkhah shinyapps io pedcheck to analyze the keywords from reddit that were posted about predatory journals topic modeling allowed the researchers to isolate the traits of such journals dadkhad et al 2021 likewise lagopoulos tsoumakas and papadopoulos 2017 used both topic modeling and server logs to determine if bots generated online academic publishing results similar to the evidence found in the academic literature topic modeling proved to be an effective method to examine the threat of fake degrees we scraped text from 30 websites selling fakes degrees that involved digging down to not only the main web pages but extracting text from linked pages which totaled 28 230 unique layers these linked pages could include social media for example we built the topic model using a customized tool topic model explorer https github com michaelweiss topic model explorer this tool runs four models concurrently so that reoccurring words can be analyzed words that reoccur indicate stability and replicability with the model bailetti amp tanev 2020 weiss 2021 nine topics were found and included results that could be predicted while others were surprising for instance many keywords referred to the product itself high school diploma specific attributes seal or hologram and promises of the service professional reasons to purchase were also expected and ranged from education job to tuition within this analysis what was surprising were the product extensions or add ons these included grade point average grades graduation list student identification that surpassed campus or library cards but also involved government issued id some keywords asked more questions than provided answers policy security and family and friends policy in this case could refer to a guarantee upon purchase and security might allude to the confidentiality of the buyer s data regarding the latter case one website posted a buyer s name due to lack of payment and another allowed potential buyers to use social media to log in if the buyer chooses this sign on method the website can access all their published content from their profile to friends social media was not only an access vehicle but promotion and sites often followed universities or education leaders family and friends were also noted as a grey area and with interpretation could allude to impressing one s social circle or even marketing the service itself lastly countries and cities were indicated and their appearance could reflect the scraped degree samples within the corpus however this curiosity about location lead to the collection of supplemental data the second data point explored internet protocols which is a string of numbers that permits us to map the geographic location of the website and whether the connection is static or dynamic this latter classification is relevant as businesses typically use a static connection which does not change to offer stable services to their end user at varying intervals two website tools were used to collect this data open admin tools https ip openadmintools com en and whatismyipaddress com https whatismyipaddress com the findings revealed that 43 of the ip addresses were dynamic and the united states dominated as a country of origin our chapter argued that services would want their customers to have the best experience therefore they will host their websites closest to where their users are located the possibility of a web server farm was also considered for this scenario it is feasible that the last three digits in the number string could change without any nefarious intentions however it is more suspicious if the first few digits change of the 13 ip addresses that changed 12 changed the digits within our data sample at the beginning conclusion while this research focuses on identifying risks on the surface web regarding fake degrees others have investigated the dark web which is accessible only through specific system protocols kaur and randhawa 2020 examined this digital terrain and found the selling of personal data fake documents and hackers for hire with mentions of breaking into university systems to alter records p 2156 our research has looked at the tip of the iceberg but much work is to be done hidden beneath the surface,Jamie J. Carmichael; Sarah Elaine Eaton,presentation (obstetrics); topic model; computer science; internet privacy; graduation (instrument); the internet; world wide web; server; social media; product (mathematics); service (business); data science; service provider; computer security; data breach; raising (metalworking); work (physics); personally identifiable information; protocol (science); government (linguistics); data security; data presentation; audit; information security,2023.0,0
ai in peer review tool or threat to editorial integrity,the rise of artificial intelligence ai in scholarly publishing is rapidly reshaping the peer review process once limited to tasks like plagiarism checks and manuscript triage ai tools now assist in reviewer selection ethical screening and even pre evaluation while these innovations offer unmatched efficiency and scalability particularly beneficial for under resourced journals they also pose serious concerns regarding transparency editorial independence and bias this perspective explores the evolving role of ai in peer review highlighting its dual potential as both a powerful tool and a source of ethical risk drawing on recent studies and global publishing practices we argue that ai should enhance not replace human judgment in peer evaluation the article proposes practical best practices for responsible integration emphasizing transparency bias mitigation and global accessibility it concludes with a call for balanced and inclusive approaches that protect editorial integrity while leveraging the benefits of ai,Mingfang Lu,computer security; peer review; computer science; internet privacy; psychology; political science; law,2025.0,0
research data retention and disposal overview and guidelines,in the era of big data keeping all data or copies of data unselectively has become unrealistic or unreasonable for many research organisations knowing what data to keep how to store them and for how long is essential but can be challenging beyond the retention and disposal of research data mandated by legislation and funding bodies suitable practices in research data retention and disposal can play a fundamental role in making data storage sustainable and ensuring that data remain valuable authentic and compatible with the fair findable accessible interoperable reusable and care collective benefit authority to control responsibility and ethics data principles they also enhance the discoverability sharing and reuse of research data in this report eight recommendations are proposed to provide microscopy research facilities with guidance and foster best practices in research data retention and disposal these recommendations are based on a survey of the facilities on their awareness and practices in data retention and disposal and focus on key elements 1 data retention policy 2 data disposal after the retention of users data and suitable protocol for data elimination 3 data security and access to users data 4 storage of users data 5 sustainable file formats for data retention 6 metadata collection and 7 research data management planning this work was undertaken under work package 4 big data electron and correlative microscopy from instrument to publication of the australian characterisation commons at scale accs project,David Poger,data retention; business; data science; environmental science; computer science; computer security,2023.0,0
darknet based threat intelligence a survey of scanning detection and adversary attribution methods,internet wide scanning forms the backbone of modern cyber reconnaissance and plays a critical role in shaping the global cyber threat landscape monitoring and analyzing these scanning behaviors yield invaluable insights into emerging threats adversarial strategies and large scale attack trends among various approaches network telescopes have emerged as a dependable mechanism to capture unsolicited traffic and infer the intent and evolution of scanning activities this paper provides a comprehensive study of network telescope architectures their data collection pipelines and the analytical methodologies employed for interpreting large scale scan data we investigate behavioral shifts in telescope observations including variations in targeted ports and protocols payload anomalies and correlations with major cyber incidents such as wannacry and mirai furthermore a comparative assessment of prominent telescope datasets and benchmark repositories is presented highlighting their coverage limitations and analytical potential the findings contribute toward enhancing situational awareness supporting early warning systems and strengthening the dependability and resilience of cyber infrastructure monitoring frameworks,Kuldeep Singh Yadav; Pranita Baro; Vikas Kumar; Mohammad Azam Ansari; Jahnavi Meda; Hnv Dutt,computer security; payload (computing); adversary; resilience (materials science); computer science; dependability; situation awareness; near-earth object; data collection; telescope; adversarial system; engineering; data science; benchmark (surveying); bayesian network; artificial intelligence; robustness (evolution); attack patterns; flexibility (engineering); data validation; event (particle physics); systems engineering; critical infrastructure; generalizability theory; convergence (economics),2025.0,0
open access ebook data trust legal agenda,this report was produced for the em developing a data trust for open access ebook usage em project funded by the andrew w mellon foundation part i reviews international data protection and privacy laws relevant to a data trust part ii considers the advantages and disadvantages of various legal structures for a data trust together these sections informed the project s governance and architecture development,Agnes Beatrice Gambill West,internet privacy; business; world wide web; computer science; computer security,2021.0,0
analysis on certified cts repositories preservation plan,em this project was created for the course data stewardship ue on the tu wien in ss2023 em,Resnik Jeffrey Scott Hana Kaloshi,plan (archaeology); certification; computer science; database; geography; archaeology; political science; law,2023.0,0
ukrn orcc primer on working in research data management,this is an introductory guide for those working and considering working in the area of research data management it was drafted by members of the open research competencies coalition research data management rdm refers to the storage access and preservation of data produced by a given investigation data management practices cover the entire lifecycle of a project from planning the investigation conducting it backing up data as it is created and used to long term preservation of data deliverables after the research investigation has concluded,Reproducibility Network; Mary Donaldson; Valerie McCutcheon; Judith Carr; Elizabeth Newbold; Claire Sewell; Kate Ehrig-Page; Kirsty Merrett; Sofia Alexandra da Conceição Cortez Fernandes; Helen Clare,rdm; deliverable; data management; research data; data management plan; business; knowledge management; data curation; computer science; process management; data science; engineering; database; systems engineering; computer network,2023.0,0
rubricai ai driven automated assignment evaluation for plagiarism detection and grading,the manual process of grading student assignments presents significant challenges for educators including substantial time consumption and the difficulty of detecting plagiarism at scale this inefficiency detracts from valuable teaching time and can impact the fairness of evaluations the traditional assignment evaluation process in academia is time consuming subjective and prone to human error with the growing volume of student submissions in higher education scalable and intelligent solutions are needed this paper presents rubricai an ai powered platform designed for automated assignment evaluation plagiarism detection and intelligent grading the system leverages natural language processing nlp semantic similarity algorithms and machine learning models to assess assignments against rubrics identify originality issues and provide fair transparent and consistent grading experimental analysis shows that rubricai enhances academic integrity while reducing faculty workload providing a transformative solution for modern educational ecosystems the rubricai platform is designed as an intelligent solution to streamline and enhance the assignment evaluation process by leveraging advanced ai and machine learning rubricai automates plagiarism detection and assignment grading integrating seamlessly with existing classroom systems with features including similarity checking automated evaluation based on predefined criteria and a comprehensive teacher dashboard rubricai aims to empower educators by providing an efficient fast and fair evaluation tool by automating repetitive tasks the platform allows teachers to focus more on instruction and less on administrative tracking thereby improving the overall educational experience,Madeeswaran Kannan; Raaz Yadav -; Vishwesh Singh -; Pari Goel -; Aryan Rai -; Trisha Kapoor -; Azaan Ahmed -,computer science; grading (engineering); automation; plagiarism detection; process (computing); scalability; artificial intelligence; educational resources; software engineering; transformative learning; inefficiency; machine learning; originality; intelligent agent; focus (optics); natural language; work in process; metric (unit),2025.0,0
dental,dental is an independent open access dentistry journal dedicated to dental research professionals it is a leading peer reviewed journal that publishes new and significant research article in the field of dentistry,,medicine,2023.0,0
d6 4 report on awareness webinars,the awareness raising webinars were part of the community engaging activities of task 6 2 fostering communities engaging new amp existing users the goal was to inform the community about the development of sshoc services and tools consult with the community members and showcase practical use cases webinars were organised in close cooperation with other work packages within the sshoc project overall ten awareness webinars took place discussion meeting about requirements of cessda service providers for a dataverse repository how to improve the quality of your repository sshoc and certification of repositories ssh open marketplace public consultation for the dariah community sshoc online information sessions open source vocabulary hosting and management platforms first session wikibase sshoc online information sessions open source vocabulary hosting and management platforms second session skosmos dariah community requirements for a dataverse repository sshoc online information sessions open source vocabulary hosting and management platforms third session cessda vocabulary service building trustworthy repositories introduction to coretrustseal certification best practices for preserving oral archives the multilingual corpus of survey questionnaires the concise and targeted webinars were an effective tool for communication with specific community groups in the portfolio of sshoc awareness raising events the webinars are distinguished by their focus on specific subjects and target audiences and were in some instances an introduction for topics that were later explored in workshops or stakeholder events,Ana Inkret; Irena Vipavc Brvar,computer science,2022.0,0
open science thema auf dem g7 treffen der wissenschaftsministerien,unter dem titel respect for freedom and inclusiveness in scientific research and promotion of open science haben die wissenschaftsminister innen der g7 staaten das thema open science auf ihrer j ngsten sitzung in sendai japan vom 12 bis 14 mai 2023 behandelt,Heinz Pampel,political science; promotion (chess); humanities; sociology; context (archaeology); engineering; philosophy; open domain; open research; work (physics),2023.0,0
leveraging data center technology in the design of a digital university archives management system,the purpose of this research is to develop a comprehensive set of methods and models that can accurately assess the value of corporate data and align with the coordinated support framework encompassing resources processes and other management elements in this research we have implemented the following elements talent development resource integration and investment high tech support system data organization and enhanced support mechanisms ultimately these measures are crucial as research outcomes for the future development of the system the digital university archives management system was applied to five university scenario modules digital party building digital library digital campus administration digital research and digital resources,Yufan Lin,computer science; data center; digital asset management; digital transformation; data management; set (abstract data type); management system; digital data; engineering management; resource (disambiguation); world wide web; center (category theory); knowledge management; digital archives; digital preservation; information management; research center; data set; digital library; resource management (computing); systems management; data science; data integration; data collection; value (mathematics); information system; technology management; software engineering; system integration; systems design; data model (gis); database; human resource management; research data; data modeling; records management; management information systems; multimedia; engineering,2025.0,0
libraries as hubs of digital literacy a case study of public libraries in kyiv lviv and kharkiv,the aim of the research was to explore the role of ukrainian libraries in developing digital technology skills based on international practices the methodology involved a systematic analysis of ukrainian libraries in kyiv lviv and kharkiv content analysis of digital platforms and tools an international review of practices in finland india moldova romania and nigeria and a descriptive analytical method for summarising programmes and initiatives with the purpose of assessing the effectiveness of digital technology integration into library activities and formulating recommendations the main results of the study examined the state of ukrainian public libraries in kyiv lviv and kharkiv and it was established that they have undergone a transformation evolving from traditional repositories of printed materials into centres of digital education and innovative activities it was explored how the implementation of digital platforms such as diia digital education google workspace canva electronic libraries and webinars has enabled users of different ages to enhance their digital competencies and information literacy in particular tools such as diia digital education canva google workspace zoom microsoft teams and chatbots assist librarians in effectively organising training managing learning groups and adapting materials for users international experience highlighted that library development programmes as centres of digital education in finland india moldova romania and nigeria contributed to enhancing citizens information and technological skills it was investigated that in ukraine the digital education hub network enabled vulnerable population groups to master practical digital skills whereas centralised resources in finland and programmes in india provided access to knowledge for the general population including rural areas and individuals with limited capabilities the results demonstrated that the technical upgrading of libraries and the training of librarians as digital facilitators will contribute to enhancing the population s digital literacy the inclusivity of educational services and the development of critical thinking skills ensuring ukraine s integration into the global information space the recommendations envisage expanding the network of library hubs combining in person and distance learning creating a national digital platform and developing specialised courses for socially vulnerable groups the practical significance of the research lies in the fact that its results can be used by librarians and educational managers to enhance digital literacy,Alla Zlenko; Alla Burmaka,digital library; ukrainian; population; world wide web; digital content; information technology; engineering; knowledge management; digital transformation; computer science; information and communications technology; the internet; state (computer science); rural area; information system; electronic library; digital literacy; engineering management; content analysis; digital society; library science,2025.0,0
